0.5,347
1.5,344
2.5,343
3.5,347
4.5,347
5.5,347
6.5,329
7.5,328
8.5,347
9.5,340
10.5,324
11.5,343
12.5,347
13.5,326
14.5,337
15.5,346
16.5,347
17.5,334
18.5,346
19.5,341
20.5,341
21.5,326
22.5,346
23.5,334
24.5,336
25.5,314
26.5,315
27.5,338
28.5,325
29.5,313
30.5,319
31.5,320
32.5,311
33.5,335
34.5,294
35.5,321
36.5,306
37.5,288
38.5,316
39.5,326
40.5,295
41.5,290
42.5,300
43.5,300
44.5,290
45.5,296
46.5,292
47.5,303
48.5,283
49.5,292
50.5,288
51.5,286
52.5,265
53.5,272
54.5,270
55.5,274
56.5,275
57.5,298
58.5,271
59.5,263
60.5,266
61.5,225
62.5,267
63.5,269
64.5,252
65.5,239
66.5,233
67.5,235
68.5,247
69.5,256
70.5,242
71.5,242
72.5,239
73.5,221
74.5,221
75.5,221
76.5,221
77.5,225
78.5,246
79.5,243
80.5,252
81.5,233
82.5,241
83.5,222
84.5,238
85.5,247
86.5,254
87.5,255
88.5,264
89.5,268
90.5,252
91.5,245
92.5,249
93.5,261
94.5,268
95.5,272
96.5,275
97.5,293
98.5,305
99.5,280
100.5,280
101.5,288
102.5,287
103.5,299
104.5,301
105.5,294
106.5,295
107.5,313
108.5,300
109.5,303
110.5,302
111.5,303
112.5,306
113.5,298
114.5,309
115.5,289
116.5,332
117.5,308
118.5,316
119.5,336
120.5,339
121.5,342
122.5,337
123.5,347
124.5,347
125.5,347
126.5,320
127.5,324
128.5,321
129.5,320
130.5,347
131.5,347
132.5,333
133.5,328
134.5,347
135.5,345
136.5,347
137.5,347
138.5,332
139.5,347
140.5,347
141.5,347
142.5,347
143.5,330
144.5,347
145.5,315
146.5,347
147.5,330
148.5,347
149.5,347
150.5,340
151.5,347
152.5,327
153.5,347
154.5,347
155.5,344
156.5,347
157.5,347
158.5,347
159.5,347
160.5,347
161.5,333
162.5,347
163.5,347
164.5,347
165.5,347
166.5,338
167.5,347
168.5,336
169.5,340
170.5,342
171.5,316
172.5,347
173.5,344
174.5,334
175.5,315
176.5,329
177.5,322
178.5,334
179.5,317
180.5,337
181.5,322
182.5,341
183.5,314
184.5,316
185.5,295
186.5,296
187.5,316
188.5,311
189.5,305
190.5,315
191.5,303
192.5,312
193.5,308
194.5,301
195.5,266
196.5,283
197.5,290
198.5,296
199.5,301
200.5,283
201.5,265
202.5,294
203.5,294
204.5,267
205.5,269
206.5,280
207.5,287
208.5,253
209.5,254
210.5,259
211.5,255
212.5,254
213.5,270
214.5,244
215.5,228
216.5,256
217.5,234
218.5,228
219.5,249
220.5,221
221.5,221
222.5,221
223.5,236
224.5,240
225.5,221
226.5,234
227.5,245
228.5,221
229.5,221
230.5,238
231.5,260
232.5,233
233.5,229
234.5,221
235.5,268
236.5,232
237.5,246
238.5,259
239.5,250
240.5,270
241.5,260
242.5,261
243.5,275
244.5,276
245.5,256
246.5,259
247.5,275
248.5,276
249.5,294
250.5,279
251.5,287
252.5,281
253.5,298
254.5,293
255.5,294
256.5,281
257.5,299
258.5,302
259.5,303
260.5,310
261.5,291
262.5,303
263.5,308
264.5,307
265.5,325
266.5,322
267.5,339
268.5,319
269.5,314
270.5,344
271.5,312
272.5,320
273.5,347
274.5,331
275.5,345
276.5,327
277.5,317
278.5,343
279.5,343
280.5,326
281.5,347
282.5,344
283.5,325
284.5,339
285.5,347
286.5,344
287.5,347
288.5,342
289.5,328
290.5,347
291.5,323
292.5,347
293.5,347
294.5,347
295.5,342
296.5,332
297.5,340
298.5,347
299.5,337
