0.5,617
1.5,617
2.5,617
3.5,617
4.5,617
5.5,617
6.5,617
7.5,617
8.5,617
9.5,617
10.5,617
11.5,617
12.5,617
13.5,617
14.5,617
15.5,617
16.5,617
17.5,617
18.5,617
19.5,617
20.5,617
21.5,617
22.5,617
23.5,617
24.5,617
25.5,617
26.5,617
27.5,617
28.5,617
29.5,617
30.5,617
31.5,617
32.5,617
33.5,617
34.5,617
35.5,617
36.5,617
37.5,617
38.5,617
39.5,617
40.5,617
41.5,617
42.5,617
43.5,617
44.5,617
45.5,617
46.5,617
47.5,617
48.5,617
49.5,617
50.5,617
51.5,617
52.5,617
53.5,617
54.5,617
55.5,617
56.5,617
57.5,617
58.5,617
59.5,617
60.5,538
61.5,538
62.5,538
63.5,538
64.5,538
65.5,538
66.5,538
67.5,538
68.5,538
69.5,538
70.5,538
71.5,538
72.5,538
73.5,538
74.5,538
75.5,538
76.5,538
77.5,538
78.5,538
79.5,538
80.5,538
81.5,538
82.5,538
83.5,538
84.5,538
85.5,538
86.5,538
87.5,538
88.5,538
89.5,538
90.5,538
91.5,538
92.5,538
93.5,538
94.5,538
95.5,538
96.5,538
97.5,538
98.5,538
99.5,538
100.5,538
101.5,538
102.5,538
103.5,538
104.5,538
105.5,538
106.5,538
107.5,538
108.5,538
109.5,538
110.5,538
111.5,538
112.5,538
113.5,538
114.5,538
115.5,538
116.5,538
117.5,538
118.5,538
119.5,538
120.5,459
121.5,459
122.5,459
123.5,459
124.5,459
125.5,459
126.5,459
127.5,459
128.5,459
129.5,459
130.5,459
131.5,459
132.5,459
133.5,459
134.5,459
135.5,459
136.5,459
137.5,459
138.5,459
139.5,459
140.5,459
141.5,459
142.5,459
143.5,459
144.5,459
145.5,459
146.5,459
147.5,459
148.5,459
149.5,459
150.5,459
151.5,459
152.5,459
153.5,459
154.5,459
155.5,459
156.5,459
157.5,459
158.5,459
159.5,459
160.5,459
161.5,459
162.5,459
163.5,459
164.5,459
165.5,459
166.5,459
167.5,459
168.5,459
169.5,459
170.5,459
171.5,459
172.5,459
173.5,459
174.5,459
175.5,459
176.5,459
177.5,459
178.5,459
179.5,459
180.5,380
181.5,380
182.5,380
183.5,380
184.5,380
185.5,380
186.5,380
187.5,380
188.5,380
189.5,380
190.5,380
191.5,380
192.5,380
193.5,380
194.5,380
195.5,380
196.5,380
197.5,380
198.5,380
199.5,380
200.5,380
201.5,380
202.5,380
203.5,380
204.5,380
205.5,380
206.5,380
207.5,380
208.5,380
209.5,380
210.5,380
211.5,380
212.5,380
213.5,380
214.5,380
215.5,380
216.5,380
217.5,380
218.5,380
219.5,380
220.5,380
221.5,380
222.5,380
223.5,380
224.5,380
225.5,380
226.5,380
227.5,380
228.5,380
229.5,380
230.5,380
231.5,380
232.5,380
233.5,380
234.5,380
235.5,380
236.5,380
237.5,380
238.5,380
239.5,380
240.5,301
241.5,301
242.5,301
243.5,301
244.5,301
245.5,301
246.5,301
247.5,301
248.5,301
249.5,301
250.5,301
251.5,301
252.5,301
253.5,301
254.5,301
255.5,301
256.5,301
257.5,301
258.5,301
259.5,301
260.5,301
261.5,301
262.5,301
263.5,301
264.5,301
265.5,301
266.5,301
267.5,301
268.5,301
269.5,301
270.5,301
271.5,301
272.5,301
273.5,301
274.5,301
275.5,301
276.5,301
277.5,301
278.5,301
279.5,301
280.5,301
281.5,301
282.5,301
283.5,301
284.5,301
285.5,301
286.5,301
287.5,301
288.5,301
289.5,301
290.5,301
291.5,301
292.5,301
293.5,301
294.5,301
295.5,301
296.5,301
297.5,301
298.5,301
299.5,301
