0.5,523
1.5,465
2.5,561
3.5,561
4.5,510
5.5,526
6.5,482
7.5,440
8.5,499
9.5,561
10.5,520
11.5,561
12.5,525
13.5,488
14.5,561
15.5,516
16.5,561
17.5,561
18.5,543
19.5,561
20.5,561
21.5,560
22.5,487
23.5,457
24.5,436
25.5,561
26.5,561
27.5,561
28.5,561
29.5,561
30.5,552
31.5,561
32.5,547
33.5,508
34.5,561
35.5,561
36.5,550
37.5,561
38.5,482
39.5,560
40.5,533
41.5,561
42.5,561
43.5,561
44.5,561
45.5,558
46.5,561
47.5,514
48.5,554
49.5,494
50.5,528
51.5,451
52.5,561
53.5,561
54.5,552
55.5,521
56.5,559
57.5,487
58.5,522
59.5,561
60.5,561
61.5,489
62.5,556
63.5,561
64.5,522
65.5,547
66.5,433
67.5,553
68.5,561
69.5,561
70.5,561
71.5,561
72.5,561
73.5,553
74.5,561
75.5,552
76.5,542
77.5,561
78.5,480
79.5,506
80.5,561
81.5,494
82.5,561
83.5,561
84.5,544
85.5,561
86.5,561
87.5,442
88.5,561
89.5,516
90.5,554
91.5,424
92.5,561
93.5,556
94.5,472
95.5,561
96.5,542
97.5,561
98.5,561
99.5,543
100.5,492
101.5,561
102.5,561
103.5,552
104.5,561
105.5,561
106.5,553
107.5,561
108.5,561
109.5,561
110.5,515
111.5,539
112.5,561
113.5,561
114.5,538
115.5,561
116.5,561
117.5,504
118.5,561
119.5,489
120.5,452
121.5,547
122.5,497
123.5,505
124.5,561
125.5,422
126.5,561
127.5,462
128.5,561
129.5,561
130.5,496
131.5,545
132.5,561
133.5,561
134.5,519
135.5,547
136.5,513
137.5,561
138.5,561
139.5,561
140.5,546
141.5,561
142.5,553
143.5,561
144.5,434
145.5,513
146.5,561
147.5,545
148.5,561
149.5,561
150.5,486
151.5,561
152.5,561
153.5,472
154.5,552
155.5,518
156.5,520
157.5,551
158.5,561
159.5,561
160.5,507
161.5,561
162.5,561
163.5,532
164.5,561
165.5,561
166.5,561
167.5,505
168.5,561
169.5,561
170.5,465
171.5,559
172.5,561
173.5,561
174.5,561
175.5,561
176.5,523
177.5,561
178.5,512
179.5,553
180.5,527
181.5,561
182.5,486
183.5,533
184.5,561
185.5,561
186.5,561
187.5,561
188.5,561
189.5,561
190.5,456
191.5,559
192.5,505
193.5,561
194.5,545
195.5,561
196.5,561
197.5,561
198.5,488
199.5,561
200.5,561
201.5,561
202.5,561
203.5,508
204.5,561
205.5,539
206.5,517
207.5,561
208.5,545
209.5,541
210.5,505
211.5,515
212.5,558
213.5,550
214.5,499
215.5,473
216.5,561
217.5,561
218.5,516
219.5,506
220.5,561
221.5,497
222.5,463
223.5,561
224.5,543
225.5,561
226.5,561
227.5,561
228.5,546
229.5,561
230.5,502
231.5,519
232.5,502
233.5,561
234.5,525
235.5,537
236.5,550
237.5,529
238.5,561
239.5,561
240.5,499
241.5,466
242.5,553
243.5,489
244.5,525
245.5,481
246.5,545
247.5,549
248.5,527
249.5,496
250.5,508
251.5,502
252.5,561
253.5,558
254.5,481
255.5,561
256.5,561
257.5,561
258.5,561
259.5,559
260.5,436
261.5,545
262.5,561
263.5,561
264.5,546
265.5,547
266.5,561
267.5,561
268.5,561
269.5,561
270.5,548
271.5,548
272.5,492
273.5,520
274.5,561
275.5,506
276.5,553
277.5,561
278.5,548
279.5,561
280.5,551
281.5,561
282.5,561
283.5,502
284.5,561
285.5,518
286.5,561
287.5,561
288.5,561
289.5,548
290.5,559
291.5,561
292.5,561
293.5,509
294.5,549
295.5,439
296.5,542
297.5,561
298.5,561
299.5,561
