timestamp,requests
0.5,0
1.5,0
2.5,0
3.5,1
4.5,1
5.5,1
6.5,1
7.5,2
8.5,2
9.5,2
10.5,2
11.5,3
12.5,3
13.5,3
14.5,3
15.5,4
16.5,4
17.5,4
18.5,4
19.5,5
20.5,5
21.5,5
22.5,5
23.5,6
24.5,6
25.5,6
26.5,6
27.5,7
28.5,7
29.5,7
30.5,7
31.5,8
32.5,8
33.5,8
34.5,8
35.5,9
36.5,9
37.5,9
38.5,9
39.5,10
40.5,10
41.5,10
42.5,10
43.5,11
44.5,11
45.5,11
46.5,11
47.5,12
48.5,12
49.5,12
50.5,12
51.5,13
52.5,13
53.5,13
54.5,13
55.5,14
56.5,14
57.5,14
58.5,14
59.5,15
60.5,15
61.5,15
62.5,15
63.5,16
64.5,16
65.5,16
66.5,16
67.5,17
68.5,17
69.5,17
70.5,17
71.5,18
72.5,18
73.5,18
74.5,18
75.5,19
76.5,19
77.5,19
78.5,19
79.5,20
80.5,20
81.5,20
82.5,20
83.5,21
84.5,21
85.5,21
86.5,21
87.5,22
88.5,22
89.5,22
90.5,22
91.5,23
92.5,23
93.5,23
94.5,23
95.5,24
96.5,24
97.5,24
98.5,24
99.5,25
100.5,25
101.5,25
102.5,25
103.5,26
104.5,26
105.5,26
106.5,26
107.5,27
108.5,27
109.5,27
110.5,27
111.5,28
112.5,28
113.5,28
114.5,28
115.5,29
116.5,29
117.5,29
118.5,29
119.5,30
120.5,30
121.5,30
122.5,30
123.5,31
124.5,31
125.5,31
126.5,31
127.5,32
128.5,32
129.5,32
130.5,32
131.5,33
132.5,33
133.5,33
134.5,33
135.5,34
136.5,34
137.5,34
138.5,34
139.5,35
140.5,35
141.5,35
142.5,35
143.5,36
144.5,36
145.5,36
146.5,36
147.5,37
148.5,37
149.5,37
150.5,37
151.5,38
152.5,38
153.5,38
154.5,38
155.5,39
156.5,39
157.5,39
158.5,39
159.5,40
160.5,40
161.5,40
162.5,40
163.5,41
164.5,41
165.5,41
166.5,41
167.5,42
168.5,42
169.5,42
170.5,42
171.5,43
172.5,43
173.5,43
174.5,43
175.5,44
176.5,44
177.5,44
178.5,44
179.5,45
180.5,45
181.5,45
182.5,45
183.5,46
184.5,46
185.5,46
186.5,46
187.5,47
188.5,47
189.5,47
190.5,47
191.5,48
192.5,48
193.5,48
194.5,48
195.5,49
196.5,49
197.5,49
198.5,49
199.5,50
200.5,50
201.5,50
202.5,50
203.5,51
204.5,51
205.5,51
206.5,51
207.5,52
208.5,52
209.5,52
210.5,52
211.5,53
212.5,53
213.5,53
214.5,53
215.5,54
216.5,54
217.5,54
218.5,54
219.5,55
220.5,55
221.5,55
222.5,55
223.5,56
224.5,56
225.5,56
226.5,56
227.5,57
228.5,57
229.5,57
230.5,57
231.5,58
232.5,58
233.5,58
234.5,58
235.5,59
236.5,59
237.5,59
238.5,59
239.5,60
240.5,60
241.5,60
242.5,60
243.5,60
244.5,61
245.5,61
246.5,61
247.5,61
248.5,62
249.5,62
250.5,62
251.5,62
252.5,63
253.5,63
254.5,63
255.5,63
256.5,64
257.5,64
258.5,64
259.5,64
260.5,65
261.5,65
262.5,65
263.5,65
264.5,66
265.5,66
266.5,66
267.5,66
268.5,67
269.5,67
270.5,67
271.5,67
272.5,68
273.5,68
274.5,68
275.5,68
276.5,69
277.5,69
278.5,69
279.5,69
280.5,70
